"CODE"	"FRANSE BENAMING"	"NEDERLANDSE BENAMING"	"DUITSE BENAMING"	"BEGINDATUM"	"EINDDATUM"
"62013"	"Bellaire"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62010"	"Barchon"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62009"	"Aywaille"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62008"	"Ayeneux"	"-"	"-"	"01.01.0001"	"09.02.1977"
"62007"	"Awirs"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62038"	"Fléron"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62037"	"Flémalle-Haute"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62036"	"Flémalle-Grande"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62035"	"Fexhe-Slins"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62034"	"Feneur"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62033"	"Evegnée-Tignée"	"-"	"-"	"01.01.0001"	"09.02.1977"
"62032"	"Esneux"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62031"	"Engis"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62030"	"Embourg"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62029"	"Eben-Emael"	"-"	"-"	"01.01.0001"	"01.04.1977"
"62028"	"Dolembreux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62027"	"Dalhem"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62026"	"Comblain-au-Pont"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62025"	"Chokier"	"-"	"-"	"01.01.0001"	"01.04.1969"
"62024"	"Cheratte"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62023"	"Chênée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61032"	"Jehay-Bodegnée"	"-"	"-"	"01.01.0001"	"03.01.1977"
"61034"	"Landenne"	"-"	"-"	"01.01.0001"	"10.02.1977"
"61033"	"Lamontzée"	"-"	"-"	"01.01.0001"	"01.04.1977"
"61030"	"Huccorgne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61029"	"Hody"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61028"	"Héron"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61027"	"Hermalle-sous-Huy"	"-"	"-"	"01.01.0001"	"05.01.1977"
"61042"	"Moha"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61041"	"Modave"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61040"	"Marneffe"	"-"	"-"	"01.01.0001"	"01.04.1977"
"61039"	"Marchin"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61038"	"Lorcé"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61037"	"Les Waleffes"	"-"	"-"	"01.01.0001"	"01.01.1971"
"61036"	"Les Avins"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61035"	"Lavoir"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61058"	"Strée (lez-Huy)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61057"	"Soheit-Tinlot"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61056"	"Seraing-le-Château"	"-"	"-"	"01.01.0001"	"03.01.1977"
"61055"	"Seny"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61054"	"Seilles"	"-"	"-"	"01.01.0001"	"10.02.1977"
"61053"	"Saint-Séverin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61052"	"Ramelot"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61051"	"Poulseur"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61050"	"Pailhe"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61049"	"Outrelouxhe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61048"	"Ouffet"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61047"	"Oteppe"	"-"	"-"	"01.01.0001"	"01.04.1977"
"61046"	"Ombret-Rawsa"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61045"	"Ocquier"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61044"	"Neuville-en-Condroz"	"-"	"-"	"01.01.0001"	"03.01.1977"
"61043"	"Nandrin"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62006"	"Awans"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62005"	"Argenteau"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62004"	"Anthisnes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"62003"	"Ans"	"-"	"-"	"01.01.0001"	"31.12.9999"
"62002"	"Angleur"	"-"	"-"	"01.01.0001"	"01.01.1977"
"62001"	"Alleur"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61503"	"Vissoul"	"-"	"-"	"01.01.0001"	"22.07.1952"
"61502"	"Neuville-sous-Huy"	"-"	"-"	"01.01.0001"	"22.07.1952"
"61501"	"Linchet"	"-"	"-"	"01.01.0001"	"22.07.1952"
"61081"	"Tinlot"	"-"	"-"	"02.01.1977"	"31.12.9999"
"61080"	"Engis"	"-"	"-"	"02.01.1977"	"31.12.9999"
"61079"	"Anthisnes"	"-"	"-"	"02.01.1977"	"31.12.9999"
"61078"	"Yernée-Fraineux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61077"	"Xhoris"	"-"	"-"	"01.01.0001"	"03.01.1977"
"61076"	"Werbomont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"61075"	"Warzée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61074"	"Warnant-Dreye"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61073"	"Waret-l'Evêque"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61072"	"Wanze"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61071"	"Vyle-et-Tharoul"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61070"	"Vinalmont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61069"	"Villers-le-Temple"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61068"	"Villers-le-Bouillet"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61067"	"Villers-aux-Tours"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61066"	"Vieux-Waleffe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61065"	"Vieuxville"	"-"	"-"	"01.01.0001"	"03.01.1977"
"61064"	"Vierset-Barse"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61063"	"Verlaine"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61062"	"Vaux-et-Borset"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61061"	"Tihange"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61060"	"Terwagne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61059"	"Tavier"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57095"	"Mont-de-l'Enclus"	"-"	"-"	"02.01.1977"	"31.12.9999"
"61002"	"Aineffe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61001"	"Abée"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57094"	"Leuze-en-Hainaut"	"-"	"-"	"02.01.1977"	"31.12.9999"
"57093"	"Brunehaut"	"-"	"-"	"01.01.1977"	"31.12.9999"
"57092"	"Willemeau"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57091"	"Willaupuis"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61010"	"Burdinne"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61009"	"Borlez"	"-"	"-"	"01.01.0001"	"01.01.1971"
"61008"	"Bois-et-Borsu"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61007"	"Ben-Ahin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61006"	"Bas-Oha"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61005"	"Antheit"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61004"	"Ampsin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61003"	"Amay"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61026"	"Harzé"	"-"	"-"	"01.01.0001"	"04.04.1977"
"61025"	"Hannêche"	"-"	"-"	"01.01.0001"	"01.04.1977"
"61024"	"Hamoir"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61023"	"Fraiture"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61022"	"Flône"	"-"	"-"	"01.01.0001"	"01.01.1977"
"61021"	"Fize-Fontaine"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61020"	"Filot"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61019"	"Ferrières"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61018"	"Ernonheid"	"-"	"-"	"01.01.0001"	"04.04.1977"
"61017"	"Ellemelle"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61016"	"Ehein"	"-"	"-"	"01.01.0001"	"03.01.1977"
"61015"	"Couthuin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61014"	"Comblain-Fairon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61013"	"Clermont-sous-Huy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"61012"	"Clavier"	"-"	"-"	"01.01.0001"	"31.12.9999"
"61011"	"Chapon-Seraing"	"-"	"-"	"01.01.0001"	"03.01.1977"
"57082"	"Vaulx (lez-Tournai)"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57080"	"Thimougies"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57079"	"Thieulain"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57078"	"Templeuve"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57077"	"Taintignies"	"-"	"-"	"01.01.0001"	"03.01.1977"
"57076"	"Saint-Maur"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57075"	"Saint-Léger (Hainaut)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57090"	"Wiers"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57089"	"Wez-Velvain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57088"	"Wattripont"	"-"	"-"	"01.01.0001"	"01.01.1971"
"57087"	"Wasmes-Audemetz-Briffoeil"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57086"	"Warcoing"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57085"	"Warchin"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57084"	"Vezon"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57083"	"Velaines"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57073"	"Rumillies"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57072"	"Rumes"	"-"	"-"	"01.01.0001"	"31.12.9999"
"57071"	"Roucourt"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57070"	"Rongy"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57069"	"Ramegnies-Chin"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57068"	"Quartes"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57067"	"Pottes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57066"	"Popuelles"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57065"	"Pipaix"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57064"	"Péruwelz"	"-"	"-"	"01.01.0001"	"31.12.9999"
"57063"	"Péronnes (lez-Antoing)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57062"	"Pecq"	"-"	"-"	"01.01.0001"	"31.12.9999"
"57061"	"Orroir"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57060"	"Orcq"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57059"	"Obigies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57058"	"Néchin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57057"	"Mourcourt"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57056"	"Mont-Saint-Aubert"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57055"	"Montroeul-au-Bois"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57054"	"Molenbaix"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57053"	"Melles"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57052"	"Maulde"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57051"	"Maubray"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57050"	"Marquain"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57049"	"Ligne"	"-"	"-"	"01.01.0001"	"02.03.1977"
"57048"	"Leuze"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57047"	"Lesdain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57046"	"Leers-Nord"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57045"	"Laplaigne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57044"	"Lamain"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57043"	"La Glanerie"	"-"	"-"	"01.01.0001"	"03.01.1977"
"57042"	"Kain"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57041"	"Jollain-Merlin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57040"	"Howardries"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57039"	"Hollain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57038"	"Hertain"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57037"	"Hérinnes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57036"	"Havinnes"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57035"	"Guignies"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57034"	"Grandmetz"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57033"	"Gaurain-Ramecroix"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57032"	"Gallaix"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57031"	"Froyennes"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57030"	"Froidmont"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57029"	"Fontenoy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57028"	"Evregnies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57027"	"Estaimpuis"	"-"	"-"	"01.01.0001"	"31.12.9999"
"57026"	"Estaimbourg"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57025"	"Esquelmes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57024"	"Esplechin"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57023"	"Escanaffles"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57022"	"Ere"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57021"	"Chercq"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57020"	"Chapelle-^-Wattines"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57019"	"Chapelle-^-Oie"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57018"	"Celles (lez-Tournai)"	"-"	"-"	"01.01.0001"	"31.12.9999"
"57017"	"Calonne"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57016"	"Callenelle"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57015"	"Bury"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57014"	"Bruyelle"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57013"	"Brasmenil"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57012"	"Braffe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57011"	"Bon-Secours"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57010"	"Bléharies"	"-"	"-"	"01.01.0001"	"01.01.1977"
"57009"	"Blaton"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57008"	"Blandain"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57007"	"Beclers"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57006"	"Baugnies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57005"	"Barry"	"-"	"-"	"01.01.0001"	"07.04.1977"
"57004"	"Bailleul"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57003"	"Antoing"	"-"	"-"	"01.01.0001"	"31.12.9999"
"57002"	"Anseroeul"	"-"	"-"	"01.01.0001"	"02.01.1977"
"57001"	"Amougies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56501"	"Battignies"	"-"	"-"	"01.01.0001"	"01.01.1900"
"56088"	"Sivry-Rance"	"-"	"-"	"02.01.1977"	"31.12.9999"
"56087"	"Morlanwelz"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56086"	"Ham-sur-Heure-Nalinnes"	"-"	"-"	"03.01.1977"	"31.12.9999"
"56085"	"Estinnes"	"-"	"-"	"02.01.1977"	"31.12.9999"
"56084"	"Waudrez"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55042"	"Strépy-Bracquegnies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55046"	"Trivières"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55045"	"Thoricourt"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55044"	"Thieusies"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55043"	"Thieu"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56003"	"Bailièvre"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56002"	"Baileux"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56001"	"Anderlues"	"-"	"-"	"01.01.0001"	"31.12.9999"
"55501"	"Wannebecq"	"-"	"-"	"01.01.0001"	"01.01.1965"
"55050"	"Ecaussinnes"	"-"	"-"	"03.01.1977"	"31.12.9999"
"55049"	"Ville-sur-Haine"	"-"	"-"	"01.01.0001"	"03.01.1977"
"55048"	"Villers-Saint-Ghislain"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55047"	"Vellereille-le-Sec"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56019"	"Donstiennes"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56018"	"Croix-lez-Rouveroy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56017"	"Cour-sur-Heure"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56016"	"Chimay"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56015"	"Carnières"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56014"	"Buvrinnes"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56013"	"Boussu-lez-Walcourt"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56012"	"Bourlers"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56011"	"Binche"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56010"	"Biesme-sous-Thuin"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56009"	"Biercée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56008"	"Bienne-lez-Happart"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56007"	"Bersillies-l'Abbaye"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56006"	"Beauwelz"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56005"	"Beaumont"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56004"	"Barbençon"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55034"	"Petit-Roeulx-lez-Braine"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55032"	"Péronnes (lez-Binche)"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55038"	"Saint-Vaast"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55037"	"Saint-Denis"	"-"	"-"	"01.01.0001"	"01.01.1965"
"55036"	"Ronquières"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55035"	"Le Roeulx"	"-"	"-"	"01.01.0001"	"31.12.9999"
"55029"	"Ogy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55028"	"Naast"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55027"	"Mignault"	"-"	"-"	"01.01.0001"	"03.01.1977"
"55026"	"Maurage"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55024"	"Marche-lez-Ecaussinnes"	"-"	"-"	"01.01.0001"	"03.01.1977"
"55022"	"La Louvière"	"-"	"-"	"01.01.0001"	"31.12.9999"
"55020"	"Houdeng-Goegnies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55019"	"Houdeng-Aimeries"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55018"	"Horrues"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55017"	"Henripont"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55016"	"Hennuyères"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55015"	"Haine-Saint-Paul"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55009"	"Ecaussinnes-Lalaing"	"-"	"-"	"01.01.0001"	"03.01.1977"
"55008"	"Ecaussinnes-d'Enghien"	"-"	"-"	"01.01.0001"	"03.01.1977"
"55014"	"Graty"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55013"	"Gottignies"	"-"	"-"	"01.01.0001"	"02.01.1965"
"55012"	"Ghoy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55011"	"Estinnes-au-Val"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56083"	"Virelles"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56082"	"Villers-la-Tour"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56081"	"Vergnies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56080"	"Vellereille-les-Brayeux"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56079"	"Vaulx (lez-Chimay)"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56078"	"Thuin"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56077"	"Thuillies"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56076"	"Thirimont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56075"	"Strée (Hainaut)"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56074"	"Solre-sur-Sambre"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56073"	"Solre-Saint-Géry"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56072"	"Sivry"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56071"	"Seloignes"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56070"	"Sautin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56069"	"Sars-la-Buissière"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56068"	"Salles"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56067"	"Saint-Remy (Hainaut)"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56066"	"Rouveroy"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56065"	"Robechies"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56064"	"Rièzes"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56063"	"Ressaix"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56062"	"Renlies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56061"	"Rance"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56060"	"Ragnies"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56059"	"Peissant"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56058"	"Nalinnes"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56057"	"Morlanwelz-Mariemont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56056"	"Mont-Sainte-Geneviève"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56055"	"Mont-Sainte-Aldegonde"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56054"	"Montignies-Saint-Christophe"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56053"	"Montbliart"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56052"	"Monceau-Imbrechies"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56051"	"Momignies"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56050"	"Merbes-Sainte-Marie"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56049"	"Merbes-le-Château"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56048"	"Marbaix"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56047"	"Macquenoise"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56046"	"Macon"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56045"	"Lompret"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56044"	"Lobbes"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56043"	"Leval-Trahegnies"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56042"	"Leval-Chaudeville"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56041"	"Leugnies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56040"	"L'Escaillère"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56039"	"Leers-et-Fosteau"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56038"	"Labuissière"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56037"	"Jamioulx"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56036"	"Haulchin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56035"	"Hantes-Wihéries"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56034"	"Ham-sur-Heure"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56033"	"Haine-Saint-Pierre"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56032"	"Grandrieu"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56031"	"Grand-Reng"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56030"	"Gozée"	"-"	"-"	"01.01.0001"	"01.01.1977"
"56029"	"Froidchapelle"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56028"	"Fourbechies"	"-"	"-"	"01.01.0001"	"01.01.1965"
"56027"	"Forges"	"-"	"-"	"01.01.0001"	"26.02.1977"
"56026"	"Forge-Philippe"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56025"	"Fontaine-Valmont"	"-"	"-"	"01.01.0001"	"03.01.1977"
"56024"	"Fauroeulx"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56023"	"Estinnes-au-Mont"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56022"	"Erquelinnes"	"-"	"-"	"01.01.0001"	"31.12.9999"
"56021"	"Erpion"	"-"	"-"	"01.01.0001"	"02.01.1977"
"56020"	"Epinois"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55003"	"Boussoit"	"-"	"-"	"01.01.0001"	"02.01.1977"
"55006"	"Casteau"	"-"	"-"	"01.01.0001"	"01.01.1977"
"55005"	"Bray"	"-"	"-"	"01.01.0001"	"01.01.1977"
"54008"	"Ploegsteert"	"-"	"-"	"01.01.0001"	"03.01.1977"
"54006"	"Luingne"	"-"	"-"	"01.01.0001"	"01.01.1977"
"54005"	"Houthem"	"-"	"-"	"01.01.0001"	"03.01.1977"
"54004"	"Herseaux"	"-"	"-"	"01.01.0001"	"01.01.1977"
"53084"	"Quévy"	"-"	"-"	"02.01.1977"	"31.12.9999"
"53083"	"Honnelles"	"-"	"-"	"02.01.1977"	"31.12.9999"
"53082"	"Colfontaine"	"-"	"-"	"02.01.1977"	"31.12.9999"
"53081"	"Wihéries"	"-"	"-"	"01.01.0001"	"02.01.1977"
"53080"	"Wasmuel"	"-"	"-"	"01.01.0001"	"03.01.1977"
"53079"	"Wasmes"	"-"	"-"	"01.01.0001"	"02.01.1977"
"53078"	"Warquignies"	"-"	"-"	"01.01.0001"	"02.01.1977"
"53077"	"Villerot"	"-"	"-"	"01.01.0001"	"02.01.1977"
"53076"	"Thulin"	"-"	"-"	"01.01.0001"	"02.01.1977"
"53075"	"Tertre"	"-"	"-"	"01.01.0001"	"02.01.1977"
"53074"	"Spiennes"	"-"	"-"	"01.01.0001"	"01.01.1977"
